isbn,title,authors,publish_date,num_of_pages,genre
9780593356951,Final Strife,OL9588560A,2022,,"fiction, fantasy, young adult, romance, science fiction"
9781959442325,"Merry Christmas, You Filthy Animal",OL7904952A,2025,,"fiction, romance"
9781416995586,We'll Always Have Summer,OL1425972A,2011,,"fiction, romance"
9780062268341,Yes Please,,2014,329.0,non-fiction
9798791988515,Beginner's Guide on Parenting Children with ADHD,OL3058772A,2021,,
9781503959194,Frame-Up,OL7646273A,2018,,
9780356515175,Mask of Mirrors,OL8305611A,2021,480.0,
9780765311788,Mistborn,OL1394865A,2006,541.0,"fiction, adventure, fantasy"
9780316521376,The wolf,OL7534135A,2018,493.0,"fiction, young adult"
9781952457012,From Blood and Ash,OL7173196A,2020,,"fiction, fantasy"
9781542092807,A Fire Sparkling,,2019,,
9780671528904,Mind hunter,OL32880A,1996,397.0,non-fiction
9780316489768,The Rage of Dragons,OL7619257A,"Jul 16, 2019",544.0,"fiction, fantasy"
9780593158715,Atmosphere,,2025-06-03,350.0,"history, fiction, romance"
9780062698872,Heretics Anonymous,OL7539793A,2018,329.0,fiction
9781442426726,To All the Boys I've Loved Before,,2014-04-15,,
9781250257017,The Book of V.,OL7065273A,"May 05, 2020",320.0,fiction
9781250153906,A Blade So Black,,2018,,"fiction, adventure, horror"
9781627796064,I'm judging you,OL7512261A,2016,241.0,non-fiction
9780316206877,The silkworm,OL23919A,2014,455.0,fiction
9781982155261,The It Girl,OL7764121A,"Jul 12, 2022",352.0,fiction
9798987757109,Vanished,OL11382785A,2023,,"history, fiction, fantasy"
9780062835772,Gallant,OL6979295A,"Mar 01, 2022",352.0,fiction
1635577926,A Day of Fallen Night,OL7310561A,2023,,fiction
9780143111580,Dune (Penguin Galaxy),OL79034A,"Oct 25, 2016",720.0,"fiction, science fiction, fantasy"
9780063088092,Blackout,"OL7531052A, OL7535844A, OL7541382A, OL7370073A, OL7532241A, OL7419924A","Jun 22, 2021",243.0,"fiction, young adult, romance"
9781338299205,Harry Potter and the Deathly Hallows,,2018,784.0,"fiction, mystery, adventure, fantasy, young adult"
9780593975183,The Bridge Kingdom,,2024,448.0,"fiction, fantasy"
9780062060006,The One,OL6788551A,2014,323.0,"fiction, romance"
9780062059963,The Elite,,2013,,"fiction, romance"
0692681663,The History of Rome: The Republic (Volume 1),OL898206A,"Jun 04, 2016",480.0,
9780063204157,Remarkably Bright Creatures,OL9599807A,"May 03, 2022",368.0,fiction
9781616203214,The storied life of A. J. Fikry,,2014,260.0,fiction
9780593853504,Winging It with You,OL10810150A,2025,384.0,
9780593641194,First-Time Caller,OL10330426A,2025,448.0,
9781250871640,Going Bicoastal,OL7397894A,2023,,
9780593318171,Klara and the Sun,OL28493A,"Mar 02, 2021",304.0,"fiction, romance, science fiction, dystopia fiction"
9781501117206,Scrappy little nobody,OL7610526A,2016,275.0,non-fiction
9780525508830,"Dear Girls: Intimate Tales, Untold Secrets, and Advice for Living Your Best Life",,2019,216.0,"fiction, non-fiction"
9781250847065,Tilly in Technicolor,OL9212408A,2023,,
9780316556347,Circe,,April 10th 2018,393.0,"history, fiction, fantasy"
9780593580950,This Is So Awkward,"OL7319924A, OL12455807A",2023,,
9781643751115,His Only Wife,OL7956172A,2020,,fiction
9781529910476,Lady Macbeth,OL9111005A,2024,,fiction
9780385545440,THE NICKEL BOYS,OL218462A,"Jul 10, 2019",224.0,"history, fiction"
1635574102,House of Flame and Shadow,OL7115219A,"Jan 30, 2024",835.0,"fiction, romance, fantasy"
9780593320624,The Marriage Portrait,OL1412763A,"Sep 06, 2022",352.0,"history, fiction"
9780062875679,No Exit,OL7634004A,2019,,"fiction, thriller"
9781250144546,The Gilded Wolves,OL7414674A,"Jan 15, 2019",400.0,"history, fiction, fantasy"
9781525836701,The Book Swap,OL13586156A,2024,,
9781408883358,Priory of the Orange Tree,OL7310561A,2020,848.0,
9781627792127,Six of Crows,,2015,465.0,"fiction, thriller, mystery, adventure, fantasy, young adult, science fiction"
9781982168896,Grave Reservations,OL1433627A,"October 26, 2021",293.0,
9781635574043,Crescent City,,2020,803.0,"fiction, romance, fantasy"
9781250088567,This Is How It Always Is,OL2833296A,2018,336.0,fiction
9780399587191,Big Little Lies,OL1436339A,"Feb 07, 2017",512.0,"fiction, mystery, thriller"
9781982189082,Chef's Kiss,OL10031498A,2022,319.0,"fiction, romance"
9780062104908,The School for Good and Evil,,"September 4, 2018",488.0,"fiction, fantasy"
9780062993151,Cultish,OL7634125A,"Jun 15, 2021",320.0,
9780062995469,Greatest Beer Run Ever,"OL7325828A, OL8357172A",2020,272.0,"fiction, non-fiction"
9780062938558,Highfire,,28 January 2020,377.0,"fiction, adventure, fantasy"
9781681195773,Tower of Dawn,OL7115219A,2017,664.0,"fiction, fantasy"
9781620974377,Thick,,2019,,"history, non-fiction"
9781649378545,Accomplice to the Villain,OL12581239A,2025,368.0,"fiction, romance, mystery, fantasy"
9781649374080,Fourth Wing,OL7825177A,2023,,"fiction, young adult, romance, fantasy"
9781501195433,You,OL1389997A,"Aug 28, 2018",464.0,"fiction, romance, thriller"
9781250217349,Under the Whispering Door,OL7613274A,"Mar 02, 2021",400.0,fiction
9780060082093,Mortal Engines (The Hungry City Chronicles),OL1428037A,"September 14, 2004",373.0,"fiction, science fiction"
9781484757321,Bad Blood,OL2678446A,2016,384.0,"fiction, mystery"
9781538704394,Yours Truly,OL7834347A,"Apr 11, 2023",400.0,fiction
9780385534635,The Night Circus,OL6976354A,2011,516.0,"history, fiction, romance, fantasy"
9780525521143,The Glass Hotel,,2020,301.0,"fiction, mystery"
9781538706848,This Could Be Us,,2024,384.0,"fiction, romance"
9781567921892,The Woman in Black,OL2623131A,"February 1, 2002",144.0,"fiction, thriller, mystery, horror, young adult"
9780063027510,Kiss Curse,OL9583293A,2022,,"fiction, romance"
9780425276976,Sons of Cain,OL2702173A,2018,423.0,history
9781959442141,He's Not My Type,OL7904952A,2023,,"fiction, romance"
9780593438657,Love in the Time of Serial Killers,OL6472538A,2022,,
9780007119318,Murder on the Orient Express,OL27695A,2007,240.0,"fiction, mystery"
9780316206846,The Cuckoo's Calling,,"April 30, 2013",446.0,"history, fiction, mystery"
9781416914280,City of Bones,OL2821271A,"March 27, 2007",485.0,"fantasy, fiction, horror, young adult, science fiction"
9781984822178,Normal People,OL7919580A,"Apr 16, 2019",288.0,"fiction, romance"
9780061742668,Ungifted,OL29658A,2012,,fiction
9780063330306,Yellowface by R. F. Kuang,,,,
9780593599839,A Fate Inked In Blood: Saga of the Unfated,,01/27/2024,,fiction
9781474967532,Ace of Spades,OL9179968A,"Sep 16, 2021",,"fiction, young adult, romance, thriller"
9780307452719,The secret thoughts of successful women,OL7086040A,2011,,
9781982132781,Cave Dwellers,OL7759975A,2021,337.0,
9780140283334,Lord of the Flies,OL335424A,"October 1, 1999",192.0,"history, fiction, thriller, adventure"
9780593158685,Carrie Soto Is Back,OL7290222A,"Aug 30, 2022",368.0,"fiction, romance"
9780744583274,From the Mixed-Up Files of Mrs Basil E.Frankweiler,OL2705042A,"May 31, 2003",176.0,"history, non-fiction, fiction, mystery, adventure"
9780399155345,The Help,OL7520251A,2009,451.0,fiction
9781250874573,Nettle and Bone Sneak Peek,OL7442286A,2022,,
9780385545136,Harlem Shuffle,OL218462A,"Sep 14, 2021",336.0,"history, fiction, mystery, thriller"
9780062424037,Bridgerton,OL40776A,2015,,"history, fiction, romance"
9780142437209,Jane Eyre,OL113362A,2003,532.0,fiction
1406379247,Scythe,OL234454A,"Apr 20, 2018",,"fiction, young adult, science fiction, adventure"
0439988195,Harry Potter and the Chamber of Secrets,OL23919A,2000?,251.0,"fiction, adventure, fantasy"
9781250880666,Tangleroot,OL13613375A,2024,,
9780224085618,Her Fearful Symmetry,OL3056525A,"Sep 01, 2009",400.0,"fiction, horror"
9781662519635,Worst Wingman Ever,,01/23/2024,96.0,
9781913419653,The Perfect Marriage,OL9145196A,2020-07-03,342.0,"fiction, mystery, thriller"
9781250886101,Bookshops and Bonedust,OL9109447A,2023,,"fiction, fantasy"
9780751547832,Bossypants,OL6893262A,2012,275.0,non-fiction
9781619630659,Heir of Fire,OL7115219A,2014,565.0,"fiction, fantasy"
9781529431230,That Time I Got Drunk and Saved a Demon,OL10424053A,2023,,"fiction, romance, fantasy"
9780593358368,Good Dirt,OL9340061A,2025,368.0,
9781635575576,A Court of Mist and Fury,OL7115219A,"Jun 02, 2020",624.0,"fiction, romance, adventure, fantasy"
9781503943377,Beneath a Scarlet Sky: A Novel,OL2757233A,"May 01, 2017",524.0,"history, fiction"
9781665905602,Foul Lady Fortune,OL7935534A,2022,,
9780356518916,Foxglove King,OL9156648A,2023,,
9780307887436,Ready Player One,OL6941868A,"August 16, 2011",374.0,fiction
9781959411666,House of Frank,OL13533883A,2024,,"fiction, adventure"
9781368050388,Meant to Be : If the Shoe Fits,OL2702101A,"Aug 03, 2021",304.0,
9780340896969,One Day,,2009,,"fiction, romance"
9781419702174,My Friend Dahmer,,2012,224.0,"fiction, non-fiction"
9781665930192,Game of Noctis,OL6472432A,2024,,fiction
9780062363237,A head full of ghosts,OL2827539A,2015,286.0,fiction
B0BCD4ZYT8,Their Vicious Darling,OL10423650A,2022,,"fiction, romance, fantasy"
9780593440964,"Sex, Lies and Sensibility",OL10391928A,2023,,
9780241364901,"Girl, Woman, Other",OL559804A,2019,480.0,fiction
9780062059932,The Selection,,April 24th 2012,336.0,"fiction, romance, dystopia fiction"
9780374600396,Sullivanians,OL587578A,2023,418.0,
195892413X,Mandrake Manor,OL10631868A,2023,,"fiction, fantasy"
9781982121600,Anxious People,OL7166036A,2020-09-08,,fiction
9780593419496,There Will Be Fire,OL7408599A,2023,,
9781524760380,Shorefall : a novel,,2020,,"fiction, fantasy"
9780312321185,Something borrowed,OL3503714A,2004,322.0,fiction
9780930289232,Watchmen,"OL862657A, OL62672A","April 1, 1995",334.0,fiction
9780385542241,Rich People Problems,,,,
9780743260046,Assassination Vacation,OL33595A,2006-01-01,,"history, non-fiction"
B09345T1HY,Carl’s Doomsday Scenario,,2021-04-22,,fantasy
9781524708696,A Gentleman in Moscow,,2016,719.0,"history, fiction"
9780451491879,The Bookish Life of Nina Hill,,2019,,"fiction, romance"
9780525536963,The Vanishing Half,OL7487872A,"Feb 01, 2022",400.0,"history, fiction"
9780778305231,Emperor and the Endless Palace,OL13612362A,2024,,
9780446402392,Child 44,OL3406126A,2009,509.0,"history, fiction, thriller"
9781250899651,Tress of the Emerald Sea,OL1394865A,2023,,"fiction, fantasy"
9781665916226,Spell Bound,OL7527887A,2023,,
9780062003935,Origins,OL884528A,2010,237.0,fiction
9781857993288,Sophie's world,,1991,,
9780375826696,Eragon,OL1425963A,"June 1, 2005",503.0,"fiction, adventure, fantasy, young adult, science fiction"
9780593975244,Inadequate Heir,OL7404866A,2024,,"fiction, fantasy"
9781957014012,Daughter of the Drowned Empire,OL10040937A,2022,452.0,"fiction, romance, fantasy"
9780063272767,We Could Be So Good,OL7531117A,2023,,
9780062424082,Offer from a Gentleman,OL40776A,2015,,"history, fiction, romance"
9781400096893,Memoirs of a Geisha,OL2645460A,"November 22, 2005",512.0,"history, fiction"
9780142000670,Of Mice and Men,,2002,112.0,"history, fiction, young adult, fantasy"
9781681196282,A Court of Silver Flames,OL7115219A,2021,757.0,"fiction, romance, adventure, fantasy"
9780553816716,The Notebook,OL19597A,"July 5, 2004",272.0,fiction
9780439136365,Harry Potter and the prisoner of Azkaban,OL23919A,1999,435.0,fiction
9781250316776,"Red, White and Royal blue",,14 of May 2019,421.0,fiction
9780062943477,Rose Code,OL6645130A,2021,400.0,"history, fiction, mystery, thriller"
9781952646041,Punk 57,OL7680979A,2016,341.0,"fiction, romance, thriller"
9781338635171,The Ballad Of Songbirds And Snakes,,2020-05-19,528.0,"fiction, adventure, dystopia fiction, young adult, science fiction"
9781542035002,Runaway Groomsman,OL7904952A,"Oct 11, 2022",463.0,
9780718157838,Me Before You,OL1478799A,2012,503.0,"fiction, romance"
9781984806734,Beach Read,OL7410858A,"May 19, 2020",384.0,"fiction, romance"
9780008205225,Americanah,OL1393502A,"Jun 30, 2016",,"history, fiction, romance"
9781914425592,Sorrow and Starlight,"OL7494548A, OL8417609A","Dec 12, 2022",766.0,"fiction, romance, fantasy"
9798988543206,Rooster and the Nightmouse,"OL13048205A, OL13048206A",2023,,fiction
9780345418265,The princess bride,OL30421A,2003,429.0,"fiction, romance, adventure, fantasy"
9781250073020,Nevernight,OL7327282A,"Aug 09, 2016",448.0,"history, fiction, fantasy"
9780063159488,Good Inside,OL9742729A,2022-09-13,336.0,
9780525421580,"Will Grayson, Will Grayson",OL5046634A,2009,310.0,fiction
9780756418410,Dragonfall,OL10687870A,2023,,
9780618485222,The Namesake,OL240991A,"September 1, 2004",291.0,fiction
9781473542266,Five,OL2828765A,2019,,"history, mystery"
9781101904220,Dark Matter,,2016,352.0,"fiction, science fiction, thriller, mystery"
9781546171461,Sunrise on the Reaping,OL12737091A,2025,382.0,"fantasy, fiction, dystopia fiction, young adult, science fiction"
9781542042963,The Overdue Life of Amy Byler,,2019,,
9780593438534,Every Summer After,OL9812944A,2022,,"fiction, romance"
9780679879244,The Golden Compass,,1998-07,399.0,"fantasy, fiction, adventure, horror, young adult, science fiction"
9781962597098,The Day Death Stopped,OL7901306A,2023,336.0,"fiction, fantasy"
9781250154248,Little Secrets,OL7010892A,2020,,"fiction, mystery, thriller"
9780063141483,Honey and Spice,OL7896050A,2022,,fiction
9780451482211,Between the World and Me,OL3379613A,"Sep 08, 2015",,"history, fiction, non-fiction"
9781534497146,Mirrorwood,OL6472432A,2022,256.0,fiction
B09ZJ84HC2,The Butcher’s Masquerade,,2022-05-26,,fantasy
9780062424112,"To Sir Phillip, with Love",OL40776A,2017,,"fiction, romance"
9781618731203,In other lands,OL6478124A,2017,437.0,"fiction, fantasy"
9781915593009,Icebreaker,OL2992103A,"Aug 21, 2022",429.0,"young adult, romance"
9780374533571,The Silver Linings Playbook Movie TieIn Edition,,2012,,fiction
9781250019868,Other Birds,OL2793342A,2022,,"fiction, fantasy"
9780593437803,Loathe to Love You,OL9096427A,2023,,
9781639730377,"Deep As the Sky, Red As the Sea",OL10342504A,2023,304.0,
9781668002841,How to Keep House While Drowning,OL10031496A,2022,,fiction
9781635575590,A Court of Wings and Ruin,OL7115219A,"Jun 02, 2020",720.0,"fiction, fantasy"
9781786079060,Firekeeper's Daughter,OL7939196A,,,"fiction, young adult, mystery, thriller"
9781035007301,Legends & Lattes,OL9109447A,"November 10, 2022",308.0,"fiction, fantasy"
9788854412545,Little Prince,"OL31901A, OL7895646A",2018,80.0,"fiction, fantasy"
9780593128862,The Last Graduate,OL1434553A,"Jul 06, 2021",336.0,fiction
9780553418354,Gone Girl,OL1433006A,2014,560.0,"fiction, mystery"
9781610397216,The storm before the storm,OL7526576A,2017,327.0,history
9781035412730,DallerGut Dream Department Store,"OL13101272A, OL8355458A",2023,,
9780062958471,Don't You Forget about Me,OL7345684A,2019,,"fiction, romance"
9780778310204,The Henna Artist,OL7825129A,"Mar 03, 2020",384.0,"history, fiction"
9780316386883,Seven Faceless Saints,OL10546439A,2023,,fiction
9780385737944,The Maze Runner,OL1514025A,2009,384.0,"fiction, science fiction"
9780063045651,It Happened One Summer,OL7524585A,"Jul 13, 2021",368.0,
9780593158364,Golden Enclaves,OL1434553A,2022,,fiction
9781464216909,Arcane Inheritance (Deluxe Edition),OL13511720A,2025,400.0,
9798542143460,That Time I Got Drunk and Saved a Demon,OL10424053A,2021,,"fiction, romance, fantasy"
9780063251281,Where Are Your Boys Tonight?,OL1604910A,2022,,
9781649375858,Iron Flame,OL7825177A,"October 31, 2023",623.0,"fiction, adventure, fantasy"
9780593357323,Funny You Should Ask,OL7394911A,2022,352.0,
9781787474406,Flatshare,OL7831498A,2019,400.0,"fiction, romance"
9781665947138,Nothing Like the Movies,OL3752315A,2024,,
9780385541213,The Starless Sea,,"November 5, 2019",498.0,"history, fiction, romance, fantasy"
9781435159662,Wuthering Heights,,2015,328.0,"history, fiction, romance"
9780393089059,The Odyssey,,2017,592.0,"history, fiction, young adult"
9780593549223,Vera Wong's Unsolicited Advice for Murderers,OL8753437A,2023,,
9781984830173,American Royals,,2019,440.0,"fiction, young adult"
9781250191908,Little Thieves,OL4864728A,2021,384.0,
9780307347978,Fahrenheit 45,OL24137A,2006 January 3,176.0,"fiction, science fiction"
9780062941220,"Get a Life, Chloe Brown",OL7741087A,2019,,"fiction, romance"
0316438960,The Last Wish: Introducing the Witcher,OL368638A,"Jul 18, 2017",352.0,"fiction, fantasy"
9780063206502,Last Tale of the Flower Bride,OL7414674A,2023,288.0,"horror, fiction, romance, fantasy"
9780525518211,Fireborne,OL7937095A,"Oct 15, 2019",448.0,"fiction, fantasy"
1508706255,The Deal,OL6761347A,2015,330.0,fiction
9781538415481,The Alice Network,OL6645130A,2017,15.0,fiction
9780593358337,Black Cake,OL9340061A,"Feb 01, 2022",400.0,"history, fiction"
9780062319807,I'll Be Gone in the Dark,,2018-02-27,352.0,fiction
9781250821836,Bet on It,OL8025508A,2022,,
9781250624208,Guide to Being Just Friends,OL7998871A,2023,,
9780312370831,Sarah's Key,OL268666A,2007-06,294.0,"history, fiction"
9781668002773,The American Roommate Experiment,OL9931663A,"September 6, 2022",400.0,fiction
9781443434867,Station Eleven,OL6538530A,"Sep 09, 2014",352.0,"fiction, science fiction, adventure, dystopia fiction"
9780063045705,"Hook, Line, and Sinker",OL7524585A,2022,,fiction
9781250313119,Hell Bent,OL7032054A,2023,,"horror, fiction, thriller, fantasy"
9780765316899,The Hero of Ages,OL1394865A,2008,,"fiction, fantasy"
9781534429574,The Twisted Ones,,2019,385.0,"fiction, horror"
9780316316125,Less,OL33686A,2017,263.0,"fiction, young adult"
9780349142920,Little Fires Everywhere,,2017,388.0,fiction
9780593336502,The Seven Year Slip,OL7504123A,2023,336.0,
9781538726709,Love Song for Ricki Wilde,OL8010359A,2024,,
9781472157362,Where the Crawdads Sing,OL832711A,2022,,"history, fiction, mystery"
9780593549162,Murder and Mamon,OL9157597A,2023,304.0,
9780525426417,The Fault in Our Stars,OL4271523A,2012-01-01,,"fiction, young adult, romance"
9780786863150,Pour your heart into it,OL188037A,1997,351.0,history
9780743298025,The Thirteenth Tale,OL2820830A,"September 12, 2006",416.0,"history, fiction"
B0CDXVN7BB,The Eye of the Bedlam Bride,,2023-09-01,,fantasy
9780593500804,Practice Makes Perfect,OL2905258A,"May 02, 2023",336.0,fiction
9780063230477,End of the World Is Just the Beginning,OL7597928A,2022,,fiction
9780008610661,The Pumpkin Spice Café,OL12429055A,"August 30, 2023",373.0,"fiction, romance, mystery"
9781250773586,Ariadne,OL9119544A,2021-05-04,320.0,"history, fiction"
9780008728090,The Gingerbread Bakery,OL12429055A,"September 11, 2025",358.0,"fiction, romance"
9781665955430,Reckless,OL11086929A,2024,,"fiction, romance, fantasy"
9780593547960,A Werewolf's Guide to Seducing a Vampire,OL9617481A,"Aug 13, 2024",448.0,
9781250849465,Even Though I Knew the End,OL7969887A,2022,,
9781250843968,Good Bad Girl,OL7458898A,2023,320.0,
9780063259287,Lost Book of Bonn,OL7637661A,2024,,
9781982173432,The True Love Experiment,OL7320009A,"May 16, 2023",368.0,fiction
9780316394215,Undertaking of Hart and Mercy,OL7536080A,2022,,
9781945631757,Forever Never,OL7922247A,"Mar 03, 2021",586.0,"fiction, romance"
9781250280015,Villa,OL6789830A,2023,,fiction
9781250266095,His & Hers,OL7458898A,"Mar 30, 2021",304.0,"fiction, thriller"
9781662518782,Crossroads,OL7798848A,2024,,"fiction, romance"
9780593374207,The Reappearance of Rachel Price,,"April 2, 2024",438.0,"fiction, young adult, thriller"
9781464221286,The Ghostwriter,,2025,328.0,"fiction, mystery, thriller, horror"
9781101621349,The Other Side of Midnight,OL6992104A,"Apr 07, 2015",331.0,
9780063280601,Five Year Lie,OL7609388A,2024,432.0,"fiction, romance, mystery, thriller"
9781538768556,You Between the Lines,OL15002558A,2025,368.0,
9780593381243,This Rebel Heart,OL3791409A,2022,304.0,
9781492670124,The 7 ½ Deaths of Evelyn Hardcastle,OL7422803A,"May 07, 2019",480.0,"history, fiction, thriller, mystery, horror"
9781989046210,A Stitch in Time,OL7159378A,"Mar 16, 2021",322.0,"horror, fiction, thriller, fantasy"
9781638932109,Tourist Season,OL11322365A,2025,368.0,
9780593818381,Princess of Blood,,09/30/2025,512.0,
9781549142857,The Witches Are Coming,"OL7607845A, OL7607845A","Nov 19, 2019",,non-fiction
9781534493513,The Ones We Burn,OL10217051A,"Nov 01, 2022",480.0,fiction
9780593600269,The Seventh Veil of Salome,,2024,318.0,
9780593641118,Lovelight Farms,OL10442847A,"Jun 06, 2023",336.0,"fiction, romance"
9781549186288,"Shit, Actually","OL7607845A, OL7607845A","Oct 20, 2020",,"history, non-fiction"
9781441709707,Hidden Figures,OL7478239A,"Sep 06, 2016",1.0,"history, fiction, non-fiction"
9781982164805,History of Wild Places,OL7533697A,2021,368.0,
9781250842725,Weyward,OL10269822A,2024,,"history, fiction, horror"
9781250786210,Anita de Monte Laughs Last,OL9582828A,2024,,
9780345381439,Dreaming in Cuban,OL82890A,1993,258.0,fiction
9781668009048,Untitled Memoir OMT,OL8178678A,2023,,"fiction, non-fiction"
9780593972250,These Summer Storms,OL9382274A,2025,384.0,"fiction, romance"
9780593545850,Black Sheep,OL838513A,2023,289.0,"fantasy, fiction, thriller, mystery, horror"
9780063380592,Lore of the Wilds,OL12960358A,2024,,
9780316769174,The Catcher in the Rye,,2010,,"fiction, young adult"
9780593548981,Witchcraft for Wayward Girls,,2025,496.0,"horror, thriller, fantasy"
9781501133442,Say You Still Love Me,OL7172692A,"Aug 06, 2019",384.0,fiction
9781529029581,Before the Coffee Gets Cold,OL7524457A,"Sep 19, 2019",293.0,"romance, fantasy"
9781501132957,The Woman In Cabin 10,,2017,340.0,"fiction, mystery, thriller"
9781538756775,Mistakes We Never Made,OL8086072A,2024,,fiction
9781786691378,Pachinko,OL2711131A,2017,560.0,"history, fiction"
9781250343055,A Killing Cold,OL7539796A,2025-02-04,,
9781982195960,Bookshop of Hidden Dreams,OL1386243A,2024,,
9781916366930,A Dowry of Blood,OL9085638A,"Jan 31, 2021",248.0,"history, fiction, romance, horror"
9780451235688,The haunting of Maddy Clare,OL6992104A,2012,,"history, fiction"
9781250219398,Bodyguard,OL2943134A,2022,,fiction
9780008609207,Lost Bookshop,OL12491156A,2023,,"history, fiction, romance, fantasy"
9781778044809,The Infinity Between Us,OL10599680A,"May 24, 2022",298.0,
9781982117085,Lady Tan's Circle of Women,OL24657A,2023,368.0,fiction
9780593547229,Play for Me,OL8384051A,2023,,
9781250830753,What Moves the Dead,OL7442286A,"July 12, 2022",165.0,"history, fantasy, fiction, mystery, horror"
9781250789150,Alchemy of Secrets,,2025,324.0,
9781400243037,Shadow in Moscow,OL7836418A,2023,384.0,
9780593851845,All I Want,OL9628667A,2024,,
9780063078697,Duke and I [TV Tie-In],OL40776A,2020,432.0,"history, fiction, romance"
9780593977057,Not Quite Dead Yet,OL7722491A,2025,400.0,
9781250341082,The River Has Roots,,2025,133.0,
9780525522133,My Year of Rest and Relaxation,OL7366833A,"Jun 25, 2019",304.0,fiction
9780593496206,Violeta,OL228079A,2022,336.0,"history, fiction, romance"
9781250333889,Our Infinite Fates,OL8120322A,2025,352.0,fiction
9781481432542,Love & gelato,OL7513122A,2016,389.0,"fiction, romance"
9798217187072,If It Makes You Happy,,"September 2, 2025",513.0,
9781594631931,The Kite Runner,OL1412764A,2013-03,400.0,"history, fiction, young adult"
9781797106304,The Stranger Beside Me,OL78937A,"Nov 05, 2019",1.0,"history, non-fiction"
9781250766564,Firekeeper's Daughter,OL7939196A,2021,494.0,"fiction, young adult, mystery, thriller"
9780063215917,At First Spite,OL7761883A,2024,,
9780553550634,Just Mercy,,2014 October 21,,"history, mystery, non-fiction"
9780385353304,Station Eleven,OL6538530A,"Sep 09, 2014",352.0,"fiction, science fiction, adventure, dystopia fiction"
9781250803825,A Flicker in the Dark,OL9268250A,"Jan 11, 2022",368.0,"fiction, mystery, thriller"
9780062910691,The Cartographers,OL7537193A,"May 25, 2021",400.0,
9780439554930,Harry Potter and the Sorcerers Stone,,2003,,"history, fantasy, fiction, mystery, adventure, horror, science fiction"
9781250827951,Wild Dark Shore,,2025,310.0,"fiction, mystery, thriller"
9780735219113,Where the Crawdads Sing,OL832711A,"Aug 14, 2018",379.0,"history, fiction, mystery"
9781447294146,Uprooted,OL1434553A,"May 12, 2016",435.0,"fiction, adventure, fantasy, romance, science fiction"
9781250245519,Wife Upstairs,OL6789830A,2021,304.0,"fiction, thriller"
9781250758989,The Fury,,2024,,"fiction, thriller"
9781668001943,Reunion,OL7521398A,2023,,
9780385546874,Frozen River,OL7446578A,2023,,
9780008713348,The Strawberry Patch Pancake House,,"March 13, 2025",361.0,"fiction, romance"
9780593874325,The Bewitching,,2025-07-15,360.0,"history, fantasy, fiction, mystery, horror"
9780062085504,Shatter Me,OL6964763A,2018,464.0,"fiction, romance, science fiction"
9780316422048,The once and future witches,,"October 13, 2020",,"history, horror, fiction, fantasy"
9781250178633,The Women,,2024,,"history, fiction"
9780593952542,Heartbreak Hotel,OL10375477A,2025,352.0,
9780593200384,Murder Road,OL6992104A,2024,,
9781476789637,Luckiest Girl Alive,,2015,341.0,"fiction, non-fiction, thriller"
9780840707413,Tell Me Something Good,OL7824883A,2025,400.0,
9781439152782,The distant hours,OL6582709A,2010,,fiction
9781538704370,Part of Your World,,2022,,fiction
9780399180989,Spinning silver,OL1434553A,2018,466.0,"fiction, fantasy"
9781683691433,The Southern Book Club's Guide to Slaying Vampires,OL7231153A,2020-04-07,408.0,"fantasy, fiction, thriller, mystery, horror"
9798991230506,For Whom the Belle Tolls,,"December 30, 2024",695.0,"fiction, romance, fantasy"
9781250217318,The House in the Cerulean Sea,OL7613274A,"Feb 02, 2021",416.0,"fantasy, fiction, horror, young adult, science fiction"
9780440000211,The Book of Cold Cases,OL6992104A,15 March 2022,352.0,
9781250866905,Heartless Hunter,OL7484007A,"February 20, 2024",406.0,fiction
9781250881205,Somewhere Beyond the Sea,OL7613274A,"September 10, 2024",416.0,fiction
9781524745172,Home Before Dark,OL6830404A,2020-06-30,400.0,"fiction, mystery, thriller, horror"
9780063282858,Women of Wild Hill,OL7469706A,2025,,
9780593199442,If You Ask Me,OL8384051A,2022,,
9781250288288,Well-Trained Wife,OL13613898A,2024,,fiction
9781728270111,That's Not My Name,OL13511652A,2023,,fiction
9780593418918,The God of the Woods,OL14748468A,"July 2, 2024",438.0,"history, fiction, mystery"
9780439139595,Harry Potter and the Goblet of Fire,,2000-07,734.0,"fiction, adventure, fantasy"
9780316421997,The Ten Thousand Doors of January,,2019,374.0,"fiction, fantasy"
9780593496473,All Good People Here,OL9765741A,"Aug 16, 2022",336.0,fiction
9781538717417,The Woman in Red,OL8261314A,"Aug 04, 2020",384.0,"history, fiction, romance, adventure"
9781635575583,A Court of Mist and Fury,OL7115219A,2020,626.0,"fiction, fantasy"
9780008641580,The Cinnamon Bun Book Store,OL12429055A,"August 29, 2024",384.0,"fiction, romance, mystery"
9781250214997,Severance,OL4162516A,"May 07, 2019",304.0,"fiction, science fiction, dystopia fiction"
9780593819791,Servant of Earth,,2024,464.0,
9780593977279,The Compound,,"June 24, 2025",292.0,
9780743247542,The Glass Castle,OL34287A,2006,288.0,non-fiction
9781419760860,Lightlark (Book 1),OL8195289A,2022,,
9780385547376,Lessons in Chemistry,OL9587269A,2022,,"history, fiction"
9780062389008,Forbidden,OL40657A,2016,370.0,fiction
9780316312486,One Dark Window,OL9623868A,2022,368.0,fantasy
